# targetAltitude=1500.0
time,altitude,velocity,horizontalVelocity,acceleration,accelerationX,accelerationY,accelerationZ,temperature,pressure,humidity,gpsLat,gpsLon,pitch,roll,yaw
3.5,0.0,0.0,0.0,10.208352835759186,9.797073193359374,0.3711012573242187,-2.844311572265625,20.0,101.3,50.0,0.0,0.0,-0.8702290076335878,-1.099236641221374,0.3053435114503817
3.55,0.0,0.0,0.0,10.109473913259345,9.715670336914062,0.4165910888671875,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-0.9312977099236641,-1.0534351145038168,0.1984732824427481
3.59,0.0,0.0,0.0,10.140157743445755,9.751583361816406,0.3854664672851562,-2.7533319091796873,20.0,101.3,50.0,0.0,0.0,-0.9770992366412213,-1.1755725190839694,0.183206106870229
3.62,0.0,0.0,0.0,10.135737004564985,9.739612353515625,0.39983167724609375,-2.77727392578125,20.0,101.3,50.0,0.0,0.0,-0.7786259541984732,-1.1450381679389312,0.183206106870229
3.64,0.0,0.0,0.0,10.189356884549149,9.792284790039062,0.40940848388671874,-2.786850732421875,20.0,101.3,50.0,0.0,0.0,-0.6564885496183206,-1.0687022900763359,0.10687022900763359
3.65,0.0,0.0,0.0,10.17381056554161,9.7683427734375,0.3806780639648437,-2.817975354003906,20.0,101.3,50.0,0.0,0.0,-0.5648854961832062,-1.0534351145038168,0.13740458015267176
3.66,0.0,0.0,0.0,10.136009592933515,9.751583361816406,0.411802685546875,-2.7341782958984373,20.0,101.3,50.0,0.0,0.0,-0.7938931297709924,-1.099236641221374,0.04580152671755725
3.66,0.0,0.0,0.0,10.136009592933515,9.751583361816406,0.411802685546875,-2.7341782958984373,20.0,101.3,50.0,0.0,0.0,-0.7938931297709924,-1.099236641221374,0.04580152671755725
3.66,0.0,0.0,0.0,10.136009592933515,9.751583361816406,0.411802685546875,-2.7341782958984373,20.0,101.3,50.0,0.0,0.0,-0.7938931297709924,-1.099236641221374,0.04580152671755725
3.67,0.0,0.0,0.0,10.142928451209066,9.756371765136718,0.3711012573242187,-2.748543505859375,20.0,101.3,50.0,0.0,0.0,-0.5954198473282443,-1.0534351145038168,0.12213740458015267
3.68,0.0,0.0,0.0,10.161581352809582,9.746794958496093,0.40940848388671874,-2.844311572265625,20.0,101.3,50.0,0.0,0.0,-0.8396946564885496,-1.1297709923664123,0.1984732824427481
3.68,0.0,0.0,0.0,10.161581352809582,9.746794958496093,0.40940848388671874,-2.844311572265625,20.0,101.3,50.0,0.0,0.0,-0.8396946564885496,-1.1297709923664123,0.1984732824427481
3.68,0.0,0.0,0.0,10.161581352809582,9.746794958496093,0.40940848388671874,-2.844311572265625,20.0,101.3,50.0,0.0,0.0,-0.8396946564885496,-1.1297709923664123,0.1984732824427481
3.69,0.0,0.0,0.0,10.133431869339825,9.74200655517578,0.430956298828125,-2.7557261108398436,20.0,101.3,50.0,0.0,0.0,-0.6106870229007634,-1.1297709923664123,0.2748091603053435
3.71,0.0,0.0,0.0,10.10665546652658,9.720458740234374,0.3591302490234375,-2.7437551025390623,20.0,101.3,50.0,0.0,0.0,-0.8396946564885496,-1.1603053435114503,0.2748091603053435
3.72,0.0,0.0,0.0,10.153298039548835,9.76116016845703,0.41898529052734373,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-0.7938931297709924,-1.1297709923664123,0.21374045801526717
3.72,0.0,0.0,0.0,10.153298039548835,9.76116016845703,0.41898529052734373,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-0.7938931297709924,-1.1297709923664123,0.21374045801526717
3.73,0.0,0.0,0.0,10.107471592601495,9.713276135253906,0.42377369384765623,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-1.0076335877862594,-1.1450381679389312,0.24427480916030533
3.73,0.0,0.0,0.0,10.107471592601495,9.713276135253906,0.42377369384765623,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-1.0076335877862594,-1.1450381679389312,0.24427480916030533
3.74,0.0,0.0,0.0,10.137398718332502,9.737218151855469,0.4165910888671875,-2.789244934082031,20.0,101.3,50.0,0.0,0.0,-0.9618320610687023,-1.1755725190839694,0.2595419847328244
3.74,0.0,0.0,0.0,10.137398718332502,9.737218151855469,0.4165910888671875,-2.789244934082031,20.0,101.3,50.0,0.0,0.0,-0.9618320610687023,-1.1755725190839694,0.2595419847328244
3.75,0.0,0.0,0.0,10.098306096880446,9.720458740234374,0.3950432739257812,-2.7078420776367187,20.0,101.3,50.0,0.0,0.0,-0.7022900763358778,-1.1297709923664123,0.16793893129770993
3.77,0.0,0.0,0.0,10.124572113752924,9.746794958496093,0.4477157104492187,-2.703053674316406,20.0,101.3,50.0,0.0,0.0,-0.6106870229007634,-1.083969465648855,0.183206106870229
3.77,0.0,0.0,0.0,10.124572113752924,9.746794958496093,0.4477157104492187,-2.703053674316406,20.0,101.3,50.0,0.0,0.0,-0.6106870229007634,-1.083969465648855,0.183206106870229
3.78,0.0,0.0,0.0,10.149562187034178,9.763554370117188,0.41419688720703124,-2.741360900878906,20.0,101.3,50.0,0.0,0.0,-0.9618320610687023,-1.1603053435114503,0.07633587786259542
3.79,0.0,0.0,0.0,10.134610661825002,9.749189160156249,0.3854664672851562,-2.741360900878906,20.0,101.3,50.0,0.0,0.0,-0.8854961832061069,-1.083969465648855,0.1984732824427481
3.8,0.0,0.0,0.0,10.165610240112324,9.76116016845703,0.430956298828125,-2.806004345703125,20.0,101.3,50.0,0.0,0.0,-0.9465648854961832,-1.1297709923664123,0.2595419847328244
3.81,0.0,0.0,0.0,10.112569329514063,9.710881933593749,0.411802685546875,-2.7916391357421872,20.0,101.3,50.0,0.0,0.0,-1.1450381679389312,-1.1297709923664123,0.1984732824427481
3.82,0.0,0.0,0.0,10.112569329514063,9.710881933593749,0.411802685546875,-2.7916391357421872,20.0,101.3,50.0,0.0,0.0,-1.1450381679389312,-1.1297709923664123,0.1984732824427481
3.82,0.0,0.0,0.0,10.112569329514063,9.710881933593749,0.411802685546875,-2.7916391357421872,20.0,101.3,50.0,0.0,0.0,-1.1450381679389312,-1.1297709923664123,0.1984732824427481
3.83,0.0,0.0,0.0,10.112569329514063,9.710881933593749,0.411802685546875,-2.7916391357421872,20.0,101.3,50.0,0.0,0.0,-1.1450381679389312,-1.1297709923664123,0.1984732824427481
3.83,0.0,0.0,0.0,10.15692274977614,9.76116016845703,0.411802685546875,-2.77727392578125,20.0,101.3,50.0,0.0,0.0,-0.8396946564885496,-1.099236641221374,0.2595419847328244
3.83,0.0,0.0,0.0,10.15692274977614,9.76116016845703,0.411802685546875,-2.77727392578125,28.980259753935933,101.30645598689446,57.64091536857023,0.0,0.0,-0.8396946564885496,-1.099236641221374,0.2595419847328244
